userid,deposit_type_id,regularity,deposit_rate,issuance_date,expire_date
4115674845,192467326544,202,22,2017-10-11,2025-12-25
7702421344,722679834932,128,18,2018-05-03,2028-12-12
8360499995,771440855013,48,28,2011-05-18,2016-04-22
4635813786,154673548632,254,18,2016-06-06,2018-09-01
8585066677,113763814876,332,13,2009-11-10,2012-11-22
6561398402,657886247132,290,20,2016-09-17,2022-12-05
8372722277,258984572532,94,19,2017-10-17,2026-02-06
8861222518,382082493486,160,11,2010-12-27,2020-05-18
5761615193,924707069133,226,30,2008-10-01,2016-06-19
3199626525,752162913433,134,21,2014-02-02,2020-01-31
1167518511,834067138382,324,11,2014-11-07,2023-04-04
4618335848,495900204352,271,15,2008-03-13,2016-08-20
6713285413,506959258936,159,6,2018-08-23,2026-07-11
2406953356,420536012323,361,18,2009-06-27,2014-06-16
5917138237,275360212416,201,18,2018-09-23,2028-09-21
4575095202,367333110434,79,0,2016-01-21,2020-12-05
6577124187,189139824207,62,11,2012-09-03,2024-03-08
9661176098,866270430997,359,23,2008-04-26,2016-03-08
4413110550,301717532784,60,14,2018-12-10,2028-07-16
8045048992,647947071610,86,9,2013-11-04,2025-05-17
4745239705,431739819900,35,19,2018-10-27,2020-06-12
2569914672,512123587939,324,23,2008-04-15,2017-06-20
6429918795,563879536872,184,16,2009-12-15,2012-08-29
7995854835,729984276522,16,30,2012-12-02,2020-07-10
3691866591,968461901595,17,2,2011-08-03,2014-11-23
1388359486,529210683737,183,30,2011-10-02,2013-11-15
2916867542,692429694495,50,2,2015-05-03,2017-12-28
9657592259,406550124794,41,20,2011-11-11,2018-08-04
1499820432,591219610588,304,15,2011-03-02,2022-06-12
6660721192,923650296814,210,21,2015-05-11,2023-01-23
6965822683,602723683819,172,25,2010-03-05,2022-01-07
9801624207,310214727244,153,11,2014-05-26,2020-06-11
1710494226,158219309265,12,5,2017-09-23,2026-11-13
6872123152,873383732269,298,0,2010-08-13,2021-02-14
9222789204,758595567725,181,9,2014-04-17,2019-09-18
7314443905,384443332362,189,0,2015-03-22,2019-11-14
7631021642,821683336700,305,28,2016-05-20,2019-07-07
7303606801,283821819088,199,25,2013-10-23,2023-10-11
4619982623,584328224086,182,10,2012-02-11,2021-05-11
6771257831,989049268318,298,12,2011-12-14,2016-12-11
7678607755,193915171941,356,6,2018-07-14,2024-06-29
2370286080,565245301491,215,14,2016-11-26,2025-11-12
9252644996,904904077048,240,26,2012-02-14,2015-08-15
2209162656,262824291821,138,30,2010-06-26,2017-09-22
7543901199,222862295237,60,1,2010-12-16,2020-03-29
1374266865,871357618671,314,12,2018-09-30,2030-08-03
9066211339,908330292417,76,5,2017-01-04,2021-03-10
2798964947,523881140117,258,30,2008-07-27,2010-10-03
7471973306,729900181870,319,27,2013-07-09,2014-12-09
6426681702,229010269770,36,27,2016-12-12,2026-03-09
2447114954,288376661360,315,24,2012-10-10,2012-11-06
6166550238,986146228174,341,29,2013-06-04,2021-06-13
4374599334,925191949695,89,20,2009-11-11,2019-09-19
8844091739,651602225730,249,7,2008-02-15,2017-04-30
5844784323,193594556238,197,4,2015-11-23,2022-06-20
1499443457,393865840381,345,18,2014-09-01,2019-09-01
2135267496,959635646762,357,26,2015-10-23,2025-10-09
5769850652,471430714268,235,25,2014-02-01,2018-04-12
2427420639,383843497531,11,20,2011-05-30,2019-10-01
1918890459,590037124557,210,18,2012-06-28,2015-10-11
5143675330,877459509160,328,23,2013-05-28,2013-11-12
2568030362,328986367448,102,20,2015-06-22,2025-06-02
7329226102,764595542355,256,16,2010-10-24,2012-07-30
6464266604,239068285863,304,11,2018-12-23,2027-01-14
3953870350,355199753174,42,23,2009-03-22,2010-12-14
6852763916,225918904886,67,26,2012-07-03,2019-06-17
9040657371,148353420531,48,19,2016-10-27,2027-03-25
8708040515,650217655890,332,29,2019-02-04,2024-02-21
6529750616,913501538865,212,17,2018-10-16,2022-07-05
5057828541,955186817415,179,6,2018-02-12,2029-11-10
7967846782,898030999497,249,11,2015-08-13,2021-01-19
7743887357,303672288926,142,25,2019-11-01,2025-08-20
6647050532,547933793671,356,6,2013-01-25,2023-09-28
1984199959,935319684129,237,16,2012-05-01,2020-10-24
7328827874,971054626223,325,29,2017-12-22,2025-06-26
1699855823,445994058872,13,9,2009-05-18,2019-08-16
6846146858,421523603875,126,10,2011-04-21,2017-02-02
2151519244,157284542226,64,12,2010-05-17,2019-05-05
3290527014,487427067726,331,8,2018-02-09,2021-05-23
1920338191,668163382899,354,0,2019-07-24,2027-07-13
3675840560,943593898030,228,1,2010-05-11,2020-10-21
9171800160,529650508395,54,0,2017-10-21,2020-02-10
6884890175,605156905524,117,1,2016-03-28,2017-05-06
7663594617,794187537799,277,1,2010-02-18,2015-01-07
1436014032,522684793602,248,19,2019-05-30,2030-01-31
7555472620,874091297531,244,1,2008-02-20,2019-11-25
8622547329,847414820343,304,8,2013-02-13,2014-08-23
5475311272,998720433797,306,6,2015-05-30,2023-08-01
2259729928,825581128858,40,16,2009-03-14,2017-12-03
5875513513,345185599861,54,23,2019-10-12,2020-04-05
9416682266,413363362340,84,1,2014-05-17,2016-02-26
8988586214,754179363402,28,5,2013-08-21,2016-01-23
6495833454,809355197052,277,19,2009-04-26,2017-05-04
2255138347,527139079964,87,22,2011-11-22,2020-10-11
2421186207,912122532541,70,0,2013-01-04,2021-01-18
9654790643,368331775886,340,14,2012-01-08,2021-02-26
3804154340,315987061082,79,23,2008-10-11,2019-03-10
4702025948,956595479612,79,23,2013-12-28,2015-07-11
9036410018,386951188111,174,2,2016-01-24,2027-05-04
9618276937,843948145284,289,18,2016-10-07,2024-06-08
4747833124,629993655879,214,24,2018-06-11,2027-12-22
2725051202,440602972307,3,0,2008-10-21,2011-05-25
6992719869,964017769255,79,18,2014-02-11,2023-02-14
2019297554,493376758387,305,18,2015-03-01,2026-11-13
1848195050,529135884393,317,24,2013-10-21,2020-04-30
9783205447,206002339701,316,12,2011-10-27,2015-10-14
6336122202,626746563568,70,18,2015-06-02,2021-04-01
2475659614,652434327247,153,18,2012-12-01,2017-12-22
6452346751,675378700401,329,11,2012-03-18,2014-09-01
1264464140,137084879146,291,12,2009-06-19,2009-10-14
3967236590,383359485903,194,8,2008-07-12,2011-01-14
6353549880,506576538025,256,8,2016-10-08,2021-02-22
7148748867,644475128161,345,8,2016-02-07,2027-07-07
9127781652,408884525427,234,28,2018-08-22,2022-02-14
6598498969,973606936108,185,7,2018-08-03,2024-10-10
2218722177,871818222414,88,1,2012-03-20,2017-06-02
2145774340,702317044493,309,22,2013-09-20,2018-06-02
6111808298,519555182184,173,22,2011-06-13,2011-08-22
4746601133,942283947360,182,1,2019-07-29,2027-03-19
7500958001,839056800827,79,9,2013-03-17,2021-12-14
2525628557,892356203731,121,3,2014-04-29,2014-12-14
4414324915,404320985196,193,0,2009-02-01,2010-03-19
6659302905,438008671141,345,6,2012-07-27,2015-06-21
1395269280,280930141871,202,15,2014-03-27,2016-05-12
7999083719,206930901262,46,7,2019-05-07,2031-01-10
9321879467,488971836008,30,28,2016-05-10,2027-01-23
7673067702,744877156583,347,19,2014-05-17,2014-05-28
1957666153,620843697379,126,26,2018-03-22,2018-09-07
6651960230,756103610880,336,26,2009-03-17,2017-09-21
3185538753,403707319724,134,18,2019-12-08,2030-02-01
7428585709,439450662524,216,11,2012-10-31,2024-06-10
9615574226,713816852494,225,9,2010-08-16,2012-04-14
5730618670,531774967883,270,16,2016-01-20,2026-05-17
7405045175,209562431262,15,18,2010-04-01,2012-05-11
8855214396,432707648336,107,7,2013-12-16,2021-03-24
8470700109,117767096840,128,25,2008-01-25,2014-10-24
4991879620,787951213336,272,11,2009-07-02,2011-04-02
5131635195,431752032012,8,20,2015-03-06,2024-10-21
4063208359,789621782448,323,10,2016-08-21,2017-05-15
8625107740,732100750328,35,6,2017-06-27,2024-04-29
6332773658,574810752689,96,5,2015-10-08,2026-09-18
4465101024,349858885568,158,5,2018-09-14,2029-05-19
9329116828,935577928397,198,11,2017-02-19,2017-07-12
6192925107,290753356821,144,18,2014-03-19,2022-06-12
1766153090,817019714188,154,12,2012-11-22,2013-01-10
7052869421,693934659153,2,13,2008-01-10,2018-09-05
2051605786,432842572839,62,0,2010-10-02,2015-09-21
7130680770,883813690527,193,17,2014-09-28,2020-07-01
4567060924,200798950728,207,23,2019-09-01,2025-07-03
9366988062,708529890488,16,25,2019-03-07,2020-05-30
3890167104,811105206926,242,16,2016-09-27,2028-01-11
3414827869,951485424903,65,0,2009-05-29,2016-03-16
3836831788,619661738581,156,7,2015-04-22,2020-02-11
5604473707,725934822494,147,9,2009-04-10,2019-08-30
9090298430,922134892559,110,5,2017-01-06,2024-10-15
8611203973,293527213342,129,5,2010-02-14,2012-08-08
3607085726,620380883344,159,13,2014-04-05,2017-06-08
3817135573,527455755629,106,25,2011-05-11,2016-04-12
2039861214,974869762925,107,12,2011-03-07,2013-04-21
6036429898,617287844896,262,11,2012-12-22,2019-02-19
8304387430,470902441001,260,25,2009-03-14,2012-07-24
8453583718,939898911227,5,15,2015-09-25,2020-04-07
5439137226,481356116683,262,0,2011-09-13,2019-11-24
4518755371,992920756748,354,20,2015-11-05,2018-01-07
3365879826,877884490189,275,3,2018-12-29,2021-10-16
6613092264,356899145913,70,16,2010-09-03,2019-06-19
9634124791,319130535378,290,25,2018-12-14,2030-07-26
5949789943,131289055180,107,21,2014-10-22,2025-07-10
4012895924,963402727895,309,13,2008-09-13,2020-06-03
8036352219,369764189300,343,22,2019-11-17,2027-01-25
8275513816,787231373958,53,24,2012-11-13,2021-07-19
1916562582,861063257449,347,2,2015-03-27,2023-10-14
5638732581,749649553098,1,1,2019-07-26,2029-10-02
4616901182,296497719905,8,0,2008-02-28,2010-02-26
2056328806,586885936289,222,5,2019-12-08,2030-07-02
8191865522,504771037303,303,29,2008-01-08,2010-01-20
8618447172,827044485154,300,28,2008-09-11,2019-03-19
3541490399,426319863830,72,17,2018-06-26,2020-05-28
2704667064,830268333650,144,1,2017-01-29,2017-06-07
7348533690,644149459981,75,14,2010-02-14,2012-01-11
7011106578,896485286869,240,18,2008-01-18,2010-07-25
9964149953,344806223424,300,8,2018-06-25,2020-06-21
6462170062,127987949574,223,18,2019-10-07,2028-08-13
9179793448,805578144079,183,14,2016-11-10,2028-05-07
9276387973,935488278730,1,3,2009-12-18,2014-12-10
7978590864,455358396300,204,22,2012-05-03,2021-08-11
9712453033,673328228516,344,12,2016-02-01,2022-06-01
8294015349,358911331948,198,19,2008-08-27,2014-08-07
5786851196,839532917262,38,28,2013-03-01,2024-04-24
2719303734,657086183718,85,29,2019-04-14,2026-06-08
3203751645,541226827857,37,0,2011-07-18,2016-03-20
7109613094,170772189682,315,16,2013-06-13,2019-04-28
8136642459,530370956648,21,17,2009-06-07,2020-06-05
8829935687,421314825721,126,5,2014-11-05,2018-08-28
2697450674,240891424151,217,3,2016-03-07,2021-12-11
3191862770,906454155161,209,23,2012-04-19,2022-09-10
1395403102,749408239041,64,11,2011-06-10,2022-03-11
8438526177,556862913626,138,21,2018-11-27,2022-11-04
4833289307,205411879889,285,15,2015-03-24,2015-08-04
6026851032,626016861618,10,3,2015-06-14,2015-08-31
9307196540,865267486904,9,23,2016-09-09,2022-03-07
3148502058,455714231494,232,9,2018-11-04,2029-10-06
6874694562,827241197890,352,21,2013-08-17,2018-08-04
4139533295,933751065486,182,21,2009-02-04,2016-06-10
8254866561,109815216636,184,10,2014-09-05,2023-01-18
9808094898,767420694184,101,0,2012-06-02,2012-11-06
7150227732,486063889547,240,6,2016-09-17,2021-02-25
2054745182,852805135325,350,23,2010-01-02,2021-09-01
8673837458,844167320415,144,6,2014-08-04,2024-10-22
5692337987,690536815478,280,4,2012-07-10,2015-05-13
2133604818,619396997238,4,6,2011-11-16,2020-04-03
2626493104,263268072753,227,23,2012-01-07,2019-02-23
8941930097,683573180327,325,17,2018-10-19,2027-06-15
8434019060,445234873969,282,19,2017-04-19,2027-07-24
7173966463,244584508773,276,15,2011-08-19,2016-04-03
1790185263,520806529980,246,23,2010-06-25,2016-12-18
9096913303,666897054552,223,14,2018-08-14,2021-11-16
7076851770,675900512288,263,22,2012-11-06,2019-12-08
9723158665,232907324351,185,14,2014-10-20,2018-07-03
2935480426,916454216115,54,27,2011-11-15,2023-11-11
9504512318,498207436438,298,14,2016-04-30,2028-04-19
4987915033,533297797906,223,17,2008-07-13,2014-10-12
2809181320,751242130368,164,9,2015-02-04,2018-10-01
9800431497,192273458284,241,16,2012-04-06,2015-06-23
7320476901,794416654154,237,19,2008-02-20,2011-09-03
9911947228,743154738304,345,3,2017-06-21,2023-01-30
5999834650,369374146271,195,26,2009-05-02,2010-10-23
3856239277,880641736200,240,12,2009-07-02,2020-11-05
7510958524,866748720509,214,19,2009-02-01,2020-07-31
9957470421,953185916323,16,4,2018-02-16,2018-05-04
1228481884,840596544079,78,19,2014-07-24,2018-10-19
1761677255,642449109594,129,2,2009-08-22,2011-03-23
8197051283,225586777397,280,2,2009-10-03,2015-08-05
2680039821,184929046554,87,25,2018-07-05,2027-10-23
6888222783,590572372972,108,8,2016-12-14,2017-08-17
5578435436,518445731115,297,6,2009-05-15,2019-08-11
6206075474,759051372040,154,8,2015-10-16,2021-06-13
9462337875,464640700822,175,2,2011-06-26,2017-01-08
2833900335,166981521634,140,11,2017-10-20,2029-08-10
1973952991,137176322364,348,24,2013-12-19,2019-09-01
1287261987,647891057472,114,23,2017-03-05,2021-05-22
8411906709,478295960417,289,10,2017-02-21,2019-01-24
2613409734,756335062799,25,9,2008-03-11,2014-08-07
5671266809,672182214985,300,10,2011-10-28,2013-10-06
5943165377,745658784213,279,26,2017-03-18,2019-10-16
4291690291,626077811076,36,7,2011-02-20,2018-02-01
8595943066,660827011028,94,26,2015-03-21,2015-06-29
1859287562,525961037028,202,16,2012-10-14,2022-06-16
3717964341,704971214940,113,13,2009-04-14,2010-09-04
6977551402,945457468784,332,23,2008-04-18,2016-12-26
4291918582,659878801300,75,8,2011-12-18,2017-03-13
3036310357,833010214937,89,24,2017-01-14,2020-11-14
8999254182,765263569313,269,20,2016-04-25,2019-04-12
3953230154,458194066631,249,9,2017-02-07,2026-03-24
9838068793,827675892781,178,11,2013-01-12,2015-08-18
7783031787,702194745341,84,10,2013-04-12,2013-06-06
2533450791,104410437325,104,19,2017-02-28,2021-10-27
6352317323,425915300435,179,14,2010-07-14,2013-03-22
5406725415,186407884067,33,21,2013-03-21,2024-02-27
4340597399,859298159330,32,24,2016-07-09,2021-10-13
3781844255,888158584913,363,6,2019-08-28,2022-01-08
3775189884,187252914620,1,3,2011-10-15,2023-10-02
4323727683,399033448591,24,20,2010-12-17,2011-11-08
2597737246,265815402583,147,18,2014-06-26,2025-05-12
3727210910,646728217850,22,8,2008-07-17,2017-12-24
7156322298,960531817615,44,0,2015-01-31,2020-04-10
5845425932,596446372774,151,20,2012-11-06,2013-08-21
8036427202,338604531155,207,0,2016-01-10,2027-07-12
6619165598,245340923768,74,5,2008-05-06,2019-09-14
1654645143,970839324823,223,0,2010-07-14,2014-09-20
6378846281,826434791250,129,9,2010-01-31,2011-10-03
8922157667,359528439765,316,7,2012-08-14,2021-08-16
7270927133,685402435658,312,5,2010-02-04,2017-03-05
5381984254,579011132019,52,13,2014-02-13,2021-06-28
7473141951,649080552032,108,8,2011-08-04,2012-12-29
2598470109,412046139887,203,28,2012-04-25,2021-06-27
7746808393,116133590757,287,22,2008-10-19,2020-07-17
1920161246,180899425502,329,22,2016-02-20,2027-06-18
4532082125,877747093626,342,1,2011-01-15,2015-03-30
1759620040,161159862116,211,21,2010-04-04,2011-02-13
9947009781,740373717208,166,15,2010-05-19,2021-02-22
6796125430,255576619299,65,14,2010-11-26,2011-02-05
2976534058,165667289662,284,29,2016-11-30,2023-04-24
9606581418,787614458196,99,19,2019-06-19,2023-09-21
4223518227,446740238217,201,0,2018-02-13,2019-03-14
3163603110,247223872901,294,24,2013-10-07,2023-05-07
7891130494,288574280070,32,21,2017-07-28,2027-12-17
6095044511,189986123055,241,23,2008-06-26,2020-02-05
3446614795,358129051593,37,23,2010-04-21,2012-10-26
8674081006,168527760336,116,2,2012-01-13,2014-09-26
1182011209,685539679153,325,16,2014-11-18,2024-06-03
2487910364,707198238296,199,5,2010-04-28,2022-03-06
3202344581,851931128935,81,13,2010-02-25,2013-10-21
1997962836,788783528785,88,30,2019-05-17,2024-03-06
9783733398,476531383339,161,20,2017-04-28,2023-06-24
5655867509,846101958408,339,20,2009-01-17,2016-10-02
6721487169,422574064741,14,12,2013-03-30,2022-12-15
9844275359,629121847922,204,15,2014-01-18,2019-12-13
2272667622,986199476400,180,30,2019-05-14,2021-09-09
8602996065,273684743083,148,26,2016-08-26,2019-05-02
3853455158,749194179568,158,2,2016-11-30,2018-02-18
1277199652,247773071410,119,10,2015-11-16,2020-06-30
1697476389,616354263762,272,20,2015-03-18,2026-01-25
2358315160,533308412794,155,28,2011-12-16,2019-04-18
6949282909,790263731842,27,14,2019-12-24,2026-07-21
7760552819,643965185325,344,4,2017-08-22,2024-03-14
2850727721,625657985266,257,24,2015-04-19,2022-11-13
1657461332,691182518724,133,28,2013-02-06,2013-08-26
7621119342,949969616068,349,4,2010-05-21,2018-11-17
6984728118,936467801911,217,15,2018-12-25,2023-09-24
5887662291,818883631641,281,16,2015-08-20,2019-07-31
7391820233,307511014990,165,15,2010-04-12,2020-11-22
5351979663,516677160298,91,13,2015-10-27,2019-08-09
2035459760,811360278854,161,9,2008-08-03,2011-08-25
8309257788,337663914506,312,12,2012-03-21,2021-06-13
8097257516,549032940853,326,29,2009-11-09,2014-02-16
4018081828,334300349749,53,4,2017-08-27,2019-11-18
6130734426,774474655288,171,27,2014-08-28,2022-08-14
5237155061,749992457245,105,27,2015-07-17,2021-04-01
9714028532,655159297053,9,6,2018-10-08,2018-11-01
3658335109,246178602303,189,9,2019-11-10,2020-05-21
3559701429,205155374849,361,24,2011-05-31,2015-04-19
6239098717,168515694218,215,16,2015-12-03,2018-01-19
2985939402,978571351667,145,7,2013-04-29,2024-12-16
6082214137,656652766446,327,7,2011-02-02,2021-12-31
3098359348,553372462929,25,13,2016-09-22,2028-02-28
3348628229,299805948730,245,2,2019-09-21,2029-07-09
7624899611,296557443943,63,11,2017-09-26,2023-12-21
2528410520,935592020862,34,21,2008-04-27,2010-03-13
4886120052,810218751953,163,18,2018-02-11,2028-02-13
6935490174,811734376382,18,6,2011-12-30,2020-03-11
3741967572,983794534032,131,2,2012-02-01,2018-09-28
2266539177,235119849084,241,24,2009-02-11,2012-05-09
5143196128,935172432855,354,13,2017-10-07,2025-04-16
3841055796,119921508384,357,20,2012-03-14,2018-02-03
8690322372,574895913418,266,27,2009-02-03,2020-06-23
8787723031,344652214839,288,9,2016-07-26,2017-11-15
5367265355,763480460213,74,14,2019-05-06,2024-09-01
9047935005,978066985851,190,14,2012-04-11,2014-01-15
4559293755,602308250091,233,18,2012-03-27,2022-10-04
5082844011,560696015481,40,5,2011-12-15,2014-10-28
8403232234,856639864454,62,18,2013-05-15,2024-05-29
5963146818,284388673321,24,18,2016-01-01,2025-11-26
4858970632,665722979262,32,13,2014-08-13,2021-10-23
7558721786,390639554863,354,8,2017-03-07,2018-12-07
2418562278,906580775354,5,24,2015-01-31,2021-09-29
5034485025,255051555622,10,3,2008-02-24,2011-06-03
2547732538,764279691537,128,28,2019-11-11,2023-01-17
3018080880,432213747504,234,3,2012-02-13,2012-04-13
1423784169,255793171558,25,25,2013-03-04,2018-08-09
2595535554,869673919490,68,4,2009-11-24,2015-09-23
7310150800,139319503022,53,27,2018-05-11,2019-04-06
1335839284,620381607753,328,11,2018-09-17,2025-05-25
1206368866,510675045207,59,13,2019-09-26,2026-09-12
6746621762,576261226842,153,15,2010-09-11,2021-06-01
8212979369,338158470673,244,20,2019-02-11,2020-09-17
9942994002,943337894153,138,18,2015-02-07,2015-05-03
7150588596,911766164287,310,10,2016-02-29,2018-05-27
1516531427,952253922973,183,30,2016-08-11,2027-03-22
5818043772,528119497077,104,26,2011-09-24,2023-03-26
3526524396,768928202974,343,2,2014-05-19,2016-07-30
2024571194,754679733681,113,26,2018-07-27,2024-09-05
2269591926,535142231466,161,28,2008-07-17,2017-02-22
1292646167,975509530158,365,14,2016-10-15,2017-01-11
2459960222,908550166223,31,22,2008-04-28,2016-02-03
9733158504,166873914047,114,13,2009-03-13,2013-10-20
3829498210,931119182693,112,5,2009-02-08,2014-11-14
1062058516,711433179107,49,30,2009-10-19,2016-11-03
6358568422,258125823858,111,16,2009-04-06,2012-04-24
1467602822,314148126942,93,27,2016-03-21,2022-02-24
4700008249,927210800388,218,10,2014-01-08,2024-01-25
2134310360,179728938196,241,8,2009-06-14,2013-02-04
4856125429,877669400590,266,19,2012-09-25,2015-01-16
8800281341,721220251610,160,22,2019-05-02,2021-04-05
8810493220,735310503176,252,30,2012-06-02,2017-02-13
3140958634,413847594887,97,24,2013-06-28,2016-11-06
1540477109,665936131051,164,23,2016-06-14,2020-03-08
4359088740,937263969316,212,13,2009-01-02,2018-12-22
5991809354,437692243670,177,15,2013-03-01,2019-10-18
9628700716,227267074439,31,18,2018-04-18,2020-01-08
9229000549,959076938441,11,23,2019-11-14,2031-02-12
3959805383,642514827690,291,9,2018-01-09,2025-08-11
3543737193,588156610773,329,1,2018-09-21,2021-11-30
1180625656,290686079095,247,6,2013-03-02,2022-07-15
5191311345,155411882853,57,17,2011-12-20,2018-10-14
9312040226,120513406761,262,13,2016-07-20,2026-04-04
9964571628,118748776842,100,13,2018-12-18,2026-07-16
4512764603,956571053774,297,17,2013-08-19,2019-12-04
9629596437,428667523569,131,22,2008-08-11,2013-02-03
4012100309,273780712304,87,16,2010-10-01,2017-04-26
8113194838,624276755326,193,29,2009-05-06,2016-06-03
5037883244,354236780605,292,29,2011-08-13,2020-12-16
8024672543,411480633189,19,12,2016-09-17,2018-04-23
3577245242,502174007766,244,9,2018-07-15,2023-03-16
3263818296,795570536427,210,23,2016-11-26,2023-03-23
7187783298,261994439537,132,23,2019-02-08,2021-12-02
4126915061,254681516535,178,25,2012-06-03,2012-11-13
1402964986,393739923188,45,16,2015-02-05,2019-09-09
6193130647,716167286010,121,21,2010-07-16,2018-01-27
4900731532,197684552022,226,9,2019-02-21,2026-12-31
5432837596,334270803063,291,25,2015-06-25,2022-12-19
5580410436,925723861470,59,20,2018-11-14,2030-05-14
3911322908,187235885634,219,1,2010-11-23,2021-04-19
7030897440,795064156128,92,18,2013-12-17,2018-05-08
3191448959,326289420854,44,0,2009-06-04,2014-10-01
8992211106,231750641154,190,22,2014-01-28,2023-11-01
9436356702,621286066761,53,16,2018-09-23,2019-12-16
1564859710,682173050918,270,9,2016-07-23,2023-05-30
1867450777,969673323157,146,24,2011-08-20,2018-08-26
5167146715,371806177827,365,1,2014-05-25,2026-02-28
5085835455,768139948788,284,13,2013-12-15,2024-04-29
4130627026,611338250918,158,9,2008-01-19,2009-09-13
3884259510,453947182617,39,26,2008-12-11,2016-07-01
8623927077,599694304664,97,13,2019-03-19,2021-07-06
2743105363,715827116208,257,9,2010-05-20,2019-12-01
3588153416,464163253291,321,8,2015-01-31,2026-09-29
1753514976,578896877920,350,10,2017-02-15,2023-11-19
5429188763,616296655684,16,3,2009-09-18,2016-09-12
3398729850,747756146676,41,19,2015-10-14,2024-03-24
2619777270,152752317654,264,9,2009-09-24,2010-01-18
6839557412,561999706143,364,14,2018-05-23,2024-06-25
5640804029,882658680961,195,25,2013-05-16,2025-03-01
9228655320,774606093837,304,1,2009-02-22,2009-11-21
8935651526,433877286791,292,5,2008-01-29,2008-08-23
7069026902,611338710807,329,24,2019-02-05,2024-11-13
3471853395,860103432222,235,8,2009-11-30,2014-09-04
3021373473,884959741352,35,30,2011-09-21,2015-05-14
2734655331,638589099019,6,19,2009-06-17,2016-07-16
2459042890,104585890521,194,4,2012-02-01,2012-12-09
3270119792,869306735047,328,7,2015-01-08,2026-12-24
4921513854,637778264847,73,4,2017-08-31,2020-10-15
1982725866,386920741634,148,27,2015-01-03,2016-07-13
3388400574,467046150915,206,15,2013-03-20,2015-07-19
3596016245,770664797641,265,11,2010-06-11,2019-06-27
7205187912,631049210064,358,26,2009-05-27,2017-03-06
2733108864,455543436039,83,6,2008-09-25,2016-01-06
8730117693,822111185321,212,14,2017-03-21,2023-10-28
6473298538,484291281580,259,8,2012-12-31,2013-03-13
2301062044,849260510056,301,16,2008-07-02,2019-09-20
5802063689,530813972842,152,14,2012-01-30,2017-02-01
9176576237,440399280318,345,20,2011-06-07,2021-02-04
5114642808,448229466881,220,1,2015-08-06,2026-02-24
4048565046,647041963010,360,27,2013-09-22,2024-12-25
5893413203,214695741656,24,5,2017-06-04,2022-05-11
2602277915,309166952794,187,3,2014-12-04,2026-09-12
5818633515,952294364205,132,19,2017-06-29,2024-01-06
3704803023,910532681916,37,22,2014-12-01,2020-06-01
1116712853,915064618735,257,28,2012-10-07,2015-02-09
6802346169,681630384340,273,20,2016-02-18,2020-04-24
4434356352,756359482684,270,17,2012-04-23,2021-09-29
5622891436,681436161553,220,5,2016-08-02,2023-06-13
6227310144,454993026738,42,14,2011-07-20,2018-11-19
9477444589,613376805371,42,29,2010-05-14,2012-05-29
6453566502,111164229579,305,11,2017-09-22,2027-03-10
9275619087,274363384127,210,23,2013-05-29,2014-10-25
4902530539,593112999691,201,26,2016-02-16,2028-02-10
3560066681,448390754233,117,30,2019-08-03,2031-01-03
6269161104,940993857535,51,27,2010-10-01,2016-10-27
1180142723,700725495533,36,20,2009-08-24,2019-07-09
9386434047,174379288189,257,25,2015-11-29,2024-04-20
6484000823,427296573654,257,1,2009-09-06,2012-10-15
5663129283,857892962448,31,28,2012-12-13,2016-12-20
5478789711,860326334991,272,30,2015-01-16,2024-10-28
4136218341,575686675411,200,0,2008-09-27,2017-02-15
6780579430,522210563993,219,27,2011-01-16,2020-08-05
4230563828,594953866137,27,19,2018-09-10,2022-06-12
3519746823,330861031419,134,24,2016-12-07,2028-06-20
6177258432,294916136274,189,24,2009-06-06,2013-08-04
8009857429,460991147156,339,16,2011-05-06,2011-11-24
1638322384,590094646583,51,5,2013-11-30,2020-10-26
7813784238,881270158880,91,9,2009-10-21,2011-03-15
7092041427,591158387357,179,23,2012-11-26,2013-10-22
9656495802,890188284173,312,1,2009-09-15,2017-10-27
7291906521,628399453177,360,27,2019-07-21,2019-11-19
2513263735,878457115402,334,8,2015-11-09,2025-08-29
8365495183,593979528563,124,16,2015-07-04,2027-02-14
1216477129,218725137888,288,0,2009-03-08,2017-05-31
6534814376,567821857523,343,16,2013-04-29,2019-08-15
8863717294,137144547971,23,16,2018-07-10,2022-08-26
1556880920,623931699318,153,25,2010-03-27,2019-01-07
1961541341,163696324730,192,21,2008-07-04,2013-07-16
7621487950,426768234497,335,8,2019-09-14,2028-10-20
1619757885,653412908995,64,2,2013-01-18,2017-11-29
4129112076,844253074016,190,17,2019-09-10,2030-07-23
3260216684,704113862978,267,11,2010-05-11,2016-12-17
6028269396,164409812431,362,25,2014-12-09,2019-04-07
1831356959,576672222150,125,27,2015-12-23,2027-06-29
7964014591,841516363088,130,3,2008-11-04,2014-05-08
8330800466,429906678053,165,6,2011-01-06,2013-09-16
6158702177,253899260759,160,10,2019-08-16,2026-05-25
1704479425,667004374899,302,16,2015-07-20,2020-04-20
7106187136,608484349698,240,30,2009-02-13,2016-10-27
4202420346,171015358464,210,19,2008-11-10,2019-03-11
7959493998,253183356306,80,13,2011-12-30,2014-10-06
8489363099,842062088987,335,5,2014-10-29,2019-05-08
2759865489,921068395928,239,20,2010-08-14,2013-01-04
2212164754,260477136876,75,24,2014-05-29,2022-08-03
7014370352,620574736738,98,11,2016-09-22,2019-09-21
