userid,credit_type_id,regularity,credit_rate,issuance_date,expire_date
7743887357,444053823508,220,22,2010-06-11,2018-12-07
6647050532,203304441058,197,17,2008-10-29,2018-05-12
1984199959,263399388677,217,17,2011-04-17,2016-11-09
7328827874,224582018357,260,27,2011-01-06,2020-02-03
1699855823,755895627813,12,1,2012-11-05,2016-07-19
6846146858,498885917277,190,7,2019-09-12,2024-09-10
2151519244,131960029893,363,4,2019-10-04,2028-04-14
3290527014,891685453795,263,13,2018-07-01,2027-03-16
1920338191,492374208383,323,18,2015-07-24,2018-04-20
3675840560,689438595002,55,19,2010-09-18,2012-04-19
9171800160,471095958485,118,4,2016-10-28,2021-02-24
6884890175,231730899792,325,24,2013-10-11,2016-02-02
7663594617,242817145005,178,12,2008-05-06,2010-02-15
1436014032,395784610609,132,2,2015-05-14,2019-12-21
7555472620,906521051846,35,8,2018-01-14,2023-02-15
8622547329,413213277958,287,5,2017-05-25,2024-07-12
5475311272,558329600811,12,10,2016-02-14,2019-05-26
2259729928,952158399809,30,8,2009-05-19,2020-08-02
5875513513,263751983856,20,21,2015-03-04,2026-06-20
9416682266,575648797690,343,10,2016-03-30,2024-08-11
8988586214,989430844000,109,15,2015-01-03,2026-02-24
6495833454,658801394392,333,19,2009-08-23,2015-11-20
2255138347,635407681996,290,6,2019-05-17,2028-10-01
2421186207,759933373610,112,20,2016-08-23,2018-03-22
9654790643,268827983578,294,13,2011-10-20,2021-05-01
3804154340,730823220232,121,27,2010-02-05,2010-04-17
4702025948,492563113447,197,12,2011-06-18,2020-06-28
9036410018,534323709599,333,23,2019-07-01,2023-03-04
9618276937,803750504605,94,13,2015-10-31,2021-09-26
4747833124,610597426909,238,5,2010-09-21,2014-12-25
2725051202,127958348890,179,19,2016-03-04,2027-02-01
6992719869,129916967199,343,11,2015-12-03,2022-07-08
2019297554,210081635284,116,16,2010-08-02,2010-11-23
1848195050,413198665330,206,15,2019-11-27,2024-05-19
9783205447,243381428619,75,21,2019-06-25,2024-11-27
6336122202,936619245138,99,4,2009-10-28,2020-06-09
2475659614,595855570994,247,24,2018-07-10,2019-08-26
6452346751,381431390645,296,24,2008-08-13,2013-02-08
1264464140,481646499365,273,22,2012-06-23,2022-03-03
3967236590,288881194902,39,30,2016-06-24,2025-12-27
6353549880,674860374882,119,20,2017-08-07,2021-10-09
7148748867,847148738768,246,18,2017-08-27,2019-09-05
9127781652,737574015655,154,0,2010-03-16,2015-01-29
6598498969,909064089978,51,6,2011-11-24,2023-03-02
2218722177,623028602304,28,4,2010-03-21,2022-01-19
2145774340,160677975983,201,11,2019-11-16,2025-03-18
6111808298,816488447641,18,25,2017-03-30,2024-01-16
4746601133,277136844024,288,12,2015-07-29,2017-09-23
7500958001,729255857289,146,17,2008-05-24,2014-07-01
2525628557,686529100649,66,28,2013-05-26,2017-01-25
4414324915,461076926306,219,7,2018-04-13,2019-11-18
6659302905,985227350008,281,7,2017-08-08,2022-05-12
1395269280,788576244858,344,5,2010-09-23,2018-03-20
7999083719,471349618614,13,0,2018-10-01,2020-12-26
9321879467,786196078398,193,14,2018-02-26,2026-08-24
7673067702,122018416370,287,8,2013-12-13,2025-09-23
1957666153,758239092792,268,28,2012-08-08,2021-08-24
6651960230,738071144203,44,0,2009-05-06,2017-03-09
3185538753,273241954630,9,9,2014-05-27,2016-03-24
7428585709,170867788471,198,26,2015-06-15,2026-11-22
9615574226,934680449879,231,10,2018-02-22,2026-04-18
5730618670,712495121602,11,1,2016-02-01,2022-10-20
7405045175,529439640006,265,19,2015-01-19,2017-06-18
8855214396,314427230407,319,2,2019-01-30,2024-03-01
8470700109,999844554826,124,10,2015-12-08,2024-12-09
4991879620,310142883835,113,12,2009-04-29,2020-05-16
5131635195,340152401836,312,16,2018-09-08,2030-08-14
4063208359,442199009296,134,19,2010-12-10,2021-12-15
8625107740,811294913728,81,18,2013-09-27,2013-12-07
6332773658,233264017434,270,4,2015-12-31,2023-06-24
4465101024,622901671128,288,30,2013-04-23,2016-12-24
9329116828,414462633334,167,17,2008-04-15,2018-08-25
6192925107,382514160309,181,29,2012-03-03,2016-02-01
1766153090,814714847640,154,19,2015-08-13,2020-02-17
7052869421,200164451280,68,29,2014-06-16,2018-05-18
2051605786,642383606672,25,30,2009-10-17,2020-06-06
7130680770,623400955143,277,28,2019-10-28,2031-09-25
4567060924,397400240653,239,2,2019-07-13,2023-10-20
9366988062,920411091151,141,15,2018-09-04,2027-01-20
3890167104,537704515372,352,4,2015-10-17,2017-07-25
3414827869,422961497562,262,28,2014-11-12,2017-10-11
3836831788,554753184508,291,28,2012-07-03,2017-03-30
5604473707,109199779538,155,1,2014-06-29,2020-07-14
9090298430,672668157131,141,30,2016-09-29,2028-08-22
8611203973,549350479659,363,20,2013-10-30,2016-10-02
3607085726,633828451896,358,21,2010-05-30,2014-10-23
3817135573,844599821745,10,18,2012-12-02,2018-09-16
2039861214,236396136170,270,8,2010-12-21,2022-10-03
6036429898,595824519619,258,3,2017-07-23,2022-01-04
8304387430,232267873632,340,11,2018-09-18,2029-02-12
8453583718,682684037671,162,13,2013-08-13,2018-08-02
5439137226,310432805269,279,19,2012-07-29,2020-03-02
4518755371,304228539866,38,3,2008-09-21,2020-05-21
3365879826,551616142257,357,22,2012-06-17,2013-10-08
6613092264,382219854287,68,22,2009-03-07,2019-10-15
9634124791,651632820646,55,21,2012-11-18,2016-12-04
5949789943,900452095887,62,29,2013-10-03,2024-02-29
4012895924,577067982920,3,20,2018-07-13,2020-11-18
8036352219,266316663081,258,17,2018-04-30,2019-04-07
8275513816,693120853440,175,26,2011-09-08,2020-06-30
1916562582,908086416046,297,8,2008-09-18,2019-06-09
5638732581,833738021034,248,16,2011-07-12,2019-07-03
4616901182,873306289817,346,13,2014-04-20,2025-01-30
2056328806,890941101603,227,10,2011-07-15,2012-02-13
8191865522,502472550431,74,1,2019-07-06,2028-07-17
8618447172,601598567279,18,19,2013-05-30,2015-02-05
3541490399,984280249138,174,17,2016-12-16,2018-03-28
2704667064,275785054629,254,10,2010-08-23,2012-03-14
7348533690,177152945035,286,4,2008-12-29,2020-12-05
7011106578,766518419485,30,24,2011-02-02,2015-06-06
9964149953,958060348297,326,2,2019-07-07,2024-05-13
6462170062,209023801126,46,26,2009-10-11,2019-12-23
9179793448,242491938284,305,3,2008-02-14,2013-09-05
9276387973,276181607715,21,24,2012-08-12,2021-06-02
7978590864,899642931040,187,6,2016-09-09,2018-06-25
9712453033,379918932591,124,21,2012-07-29,2019-06-29
8294015349,909623791980,125,12,2018-05-25,2022-12-24
5786851196,947920786026,177,16,2017-05-30,2028-12-03
2719303734,261840600417,324,29,2015-06-19,2016-10-21
3203751645,911316158527,365,21,2015-01-17,2020-12-06
7109613094,413970880642,361,27,2018-12-26,2026-08-04
8136642459,870442867996,262,5,2016-09-07,2024-12-05
8829935687,196612954933,98,2,2018-05-09,2027-10-13
2697450674,332970976496,306,21,2015-06-23,2017-03-16
3191862770,432080939479,11,24,2010-07-17,2016-01-31
1395403102,892568016914,177,11,2011-02-17,2017-08-01
8438526177,815519396260,359,13,2012-03-08,2016-09-02
4833289307,984091099830,5,24,2015-10-20,2019-11-13
6026851032,223533251966,311,24,2017-12-26,2024-10-15
9307196540,315152623369,4,6,2013-05-21,2024-01-06
3148502058,573306174535,114,17,2018-05-24,2023-05-21
6874694562,289635088661,61,22,2011-03-01,2018-07-24
4139533295,529701446667,99,15,2015-10-14,2016-09-08
8254866561,427657802896,303,15,2019-01-09,2026-06-22
9808094898,290734972462,204,14,2009-04-19,2018-03-19
7150227732,928323050130,175,1,2013-10-26,2016-06-30
2054745182,660200573840,230,15,2008-10-24,2013-12-04
8673837458,951019263165,137,15,2014-11-23,2015-08-29
5692337987,233300510468,73,2,2009-04-22,2020-11-03
2133604818,499245298424,179,12,2016-04-25,2016-05-17
2626493104,465909028091,122,19,2015-10-19,2017-01-17
8941930097,691740719823,238,25,2016-02-08,2025-01-26
8434019060,372510718919,365,1,2017-12-31,2028-05-05
7173966463,124596538847,288,20,2010-04-02,2013-02-28
1790185263,125167530636,332,4,2017-09-14,2018-09-29
9096913303,376024296023,178,24,2011-11-13,2016-12-06
7076851770,561457105532,196,8,2016-10-14,2017-07-09
9723158665,559013687669,329,8,2011-07-29,2022-09-27
2935480426,173895766227,330,1,2009-11-04,2010-03-27
9504512318,333158042101,151,22,2019-01-31,2019-03-05
4987915033,917860227451,26,21,2016-02-10,2025-03-18
2809181320,172273749453,122,14,2013-04-13,2022-10-23
9800431497,401151850266,282,19,2018-01-03,2023-07-18
7320476901,526596366911,51,29,2009-06-05,2012-07-09
9911947228,301895233697,89,1,2009-05-15,2020-09-26
5999834650,865386530332,210,21,2018-02-10,2028-05-12
3856239277,323941498464,170,29,2018-06-22,2020-05-01
7510958524,328714620375,243,16,2012-12-10,2023-07-16
9957470421,278196711971,190,17,2016-05-03,2017-08-13
1228481884,647253400561,225,14,2015-07-08,2020-01-20
1761677255,394595158800,101,29,2013-04-04,2018-06-06
8197051283,701355356161,180,26,2017-08-22,2022-08-06
2680039821,397214334149,139,27,2014-02-18,2020-03-19
6888222783,453586117708,348,26,2018-12-05,2021-07-23
5578435436,156566777148,246,5,2009-06-14,2018-12-20
6206075474,666379212028,226,30,2011-09-16,2011-12-19
9462337875,603769794948,42,20,2013-05-01,2021-07-10
2833900335,394763735622,84,15,2011-01-31,2012-11-05
1973952991,528235639687,204,17,2011-10-01,2022-01-23
1287261987,620029016484,216,24,2018-07-07,2022-09-11
8411906709,813182753677,36,26,2017-12-06,2022-08-15
2613409734,522495704206,340,22,2011-10-23,2017-03-01
5671266809,355956809379,216,22,2009-02-04,2014-01-13
5943165377,406516661149,278,11,2018-03-22,2019-11-04
4291690291,340402362004,222,17,2013-01-31,2014-03-03
8595943066,328995386768,14,8,2015-01-11,2021-10-22
1859287562,222881585142,364,30,2012-04-22,2018-06-24
3717964341,597802213573,206,11,2018-09-12,2024-03-22
6977551402,319548694542,11,1,2018-08-17,2029-03-29
4291918582,684567509823,197,0,2009-04-30,2009-09-22
3036310357,772547770526,84,25,2019-01-10,2028-05-30
8999254182,215391753611,283,8,2008-06-17,2018-09-26
3953230154,535217974895,217,11,2015-08-18,2025-07-26
9838068793,163020149727,69,16,2014-02-23,2023-06-13
7783031787,405357580734,45,5,2012-07-23,2012-08-17
2533450791,562454790634,190,18,2016-10-11,2018-02-10
6352317323,384581627612,109,9,2015-09-19,2027-01-17
5406725415,309741147579,238,17,2016-02-06,2023-04-01
4340597399,179418744601,205,15,2008-03-14,2012-07-06
3781844255,508415226900,113,23,2013-12-25,2022-09-02
3775189884,731443547720,277,28,2019-06-25,2019-10-07
4323727683,533101632240,288,26,2019-02-23,2026-08-12
2597737246,961519162157,26,15,2011-01-06,2022-11-28
3727210910,511828790798,37,30,2011-07-25,2021-03-07
7156322298,766185961480,227,7,2016-01-13,2017-03-22
5845425932,635125766083,341,16,2011-04-18,2018-07-06
8036427202,399192837907,117,25,2009-09-25,2012-09-08
6619165598,716894096741,1,18,2015-12-20,2017-04-29
1654645143,255172953598,346,14,2012-11-12,2014-07-02
6378846281,237832876721,37,24,2010-07-07,2011-09-08
8922157667,587628131250,129,30,2017-01-22,2027-02-07
7270927133,317472899159,239,15,2013-11-08,2016-06-30
5381984254,217593358293,264,2,2019-04-04,2020-05-23
7473141951,469029266059,268,15,2009-03-12,2011-06-26
2598470109,860898875996,224,16,2010-03-07,2019-07-22
7746808393,819908562352,344,23,2012-03-03,2016-01-21
1920161246,915542776121,185,11,2013-05-28,2015-05-25
4532082125,785980179284,85,13,2016-12-14,2025-03-27
1759620040,739836735138,70,6,2013-11-12,2022-09-17
9947009781,947490470470,239,8,2014-05-24,2022-03-12
6796125430,239243489272,228,1,2018-04-21,2025-06-06
2976534058,352364360537,9,29,2009-09-16,2014-12-19
9606581418,229634630998,322,23,2011-07-06,2014-04-15
4223518227,254607338033,196,22,2009-04-26,2017-05-09
3163603110,782278418812,230,18,2010-08-11,2016-04-18
7891130494,558648366800,245,18,2008-11-07,2011-10-23
6095044511,227881486536,275,15,2018-01-16,2027-08-23
3446614795,234851639473,38,16,2016-04-09,2027-10-24
8674081006,820898722999,84,18,2017-05-06,2027-07-07
1182011209,550519695446,245,24,2009-09-11,2012-07-25
2487910364,857616268826,115,22,2011-05-04,2016-05-07
3202344581,955187297276,82,9,2015-12-15,2016-12-09
1997962836,411241882508,193,3,2012-08-17,2021-07-30
9783733398,285220971261,168,1,2010-05-15,2021-06-16
5655867509,385315862432,32,17,2009-08-19,2009-10-11
6721487169,138383134730,282,9,2015-05-12,2017-05-03
9844275359,398688232409,251,10,2015-09-29,2018-05-20
2272667622,185328205202,281,5,2019-12-09,2021-05-09
8602996065,806349465801,228,21,2016-06-28,2024-07-12
3853455158,678576969959,55,6,2010-11-21,2012-04-22
1277199652,954596671120,1,5,2014-06-08,2017-01-12
1697476389,777488792334,327,10,2014-07-26,2023-03-27
2358315160,930386422663,32,4,2011-06-24,2023-01-15
6949282909,541401754241,244,6,2013-10-16,2019-08-21
7760552819,996560739909,74,8,2017-11-17,2022-06-28
2850727721,304600365691,13,22,2010-08-22,2010-10-09
1657461332,933853808953,89,1,2010-03-17,2014-12-29
7621119342,674750968612,180,22,2010-06-09,2022-01-27
6984728118,173079250169,203,18,2017-12-31,2029-12-24
5887662291,430323501264,244,9,2019-03-21,2023-11-26
7391820233,295480234942,113,5,2016-06-22,2027-11-23
5351979663,529624877476,181,24,2013-07-17,2020-03-27
2035459760,758628646564,106,29,2016-03-11,2027-02-26
8309257788,197165067130,289,13,2016-09-18,2028-04-01
8097257516,812432250356,354,17,2012-08-21,2013-08-17
4018081828,787922050321,211,0,2012-04-13,2016-06-14
6130734426,221693264711,242,19,2011-02-26,2014-08-23
5237155061,372762165850,112,21,2013-03-19,2023-09-13
9714028532,433599741185,103,15,2017-04-02,2019-12-31
3658335109,230691208221,354,20,2010-03-29,2017-12-06
3559701429,639446187800,365,12,2015-02-14,2024-02-07
6239098717,884896671162,335,17,2008-08-31,2019-02-21
2985939402,516918092408,319,22,2010-03-12,2019-08-28
6082214137,681815020057,222,19,2014-04-29,2017-06-14
3098359348,939376549943,231,13,2008-09-17,2012-12-09
3348628229,312883683536,46,26,2015-02-23,2025-08-22
7624899611,874983329436,323,14,2012-10-11,2015-09-26
2528410520,587664157697,211,11,2008-03-16,2010-04-01
4886120052,322065945679,64,11,2011-02-16,2018-11-09
6935490174,871677616187,335,22,2009-06-17,2019-03-22
3741967572,690680224922,11,29,2016-08-18,2027-10-19
2266539177,308499853653,262,28,2008-01-31,2012-09-05
5143196128,541209934339,70,18,2014-06-17,2026-03-06
3841055796,594814520778,362,21,2008-02-22,2012-07-24
8690322372,712726829154,227,17,2012-01-11,2022-01-31
8787723031,469126674048,98,29,2019-05-13,2019-11-24
5367265355,789914295179,113,0,2008-05-29,2016-07-02
9047935005,393227410256,258,27,2012-08-12,2015-03-16
4559293755,811742309718,18,20,2019-07-30,2025-03-23
5082844011,794705077925,187,6,2014-10-11,2023-07-22
8403232234,492992567867,321,1,2008-12-06,2014-09-08
5963146818,194774863890,154,5,2010-01-02,2018-08-16
4858970632,428204913381,169,28,2012-05-15,2013-03-26
7558721786,886792979119,343,24,2012-06-03,2014-03-31
2418562278,781572302030,49,18,2018-01-06,2027-01-21
5034485025,779203259731,248,7,2011-06-14,2014-12-14
2547732538,199208448118,86,19,2019-05-22,2022-10-12
3018080880,699178612821,95,10,2015-12-05,2021-12-07
1423784169,157014271448,299,22,2011-03-24,2021-05-02
2595535554,159288673644,137,27,2009-01-04,2012-11-13
7310150800,803715189881,82,15,2017-08-21,2019-12-30
1335839284,168171889339,91,27,2013-07-17,2019-06-12
1206368866,376321630128,291,14,2014-01-09,2022-06-28
6746621762,794229771489,312,3,2013-10-16,2018-09-17
8212979369,159540643653,98,7,2017-02-25,2018-04-05
9942994002,446541624940,64,18,2011-06-27,2014-04-11
7150588596,882294069225,179,27,2011-07-14,2015-01-03
1516531427,758504226194,343,14,2019-06-27,2021-11-01
5818043772,139944142046,107,0,2010-05-22,2015-05-29
3526524396,241549918058,248,19,2018-11-08,2019-09-21
2024571194,561311277791,31,11,2009-07-16,2010-04-29
2269591926,679487391913,119,19,2011-09-30,2019-02-17
1292646167,231271893844,175,17,2018-06-10,2030-04-08
2459960222,837054734992,296,11,2013-10-07,2021-02-18
9733158504,291489289039,189,26,2008-08-18,2009-12-22
3829498210,424137966072,278,5,2018-11-08,2025-12-12
1062058516,716006957998,219,9,2017-08-28,2023-04-23
6358568422,270795844914,258,18,2012-08-18,2022-08-26
1467602822,460114973670,166,4,2010-07-01,2020-07-27
4700008249,719485303466,5,16,2008-10-08,2013-03-04
2134310360,468126095024,189,29,2009-02-13,2016-12-09
4856125429,314773478971,250,17,2011-03-28,2018-10-11
8800281341,250426353742,45,26,2017-07-02,2024-12-25
8810493220,604441575703,211,12,2014-10-06,2020-12-15
3140958634,341695115325,243,5,2018-07-04,2028-12-31
1540477109,139378977270,347,0,2017-01-29,2023-12-22
4359088740,446521636834,143,12,2008-06-05,2010-10-12
5991809354,818943719345,211,23,2016-04-07,2017-09-26
9628700716,806236204320,109,17,2015-02-14,2020-11-21
9229000549,339696743238,129,9,2011-11-04,2022-12-17
3959805383,677176965890,212,1,2012-03-08,2020-06-16
3543737193,151451095047,14,1,2016-01-01,2022-11-06
1180625656,172396391099,85,8,2013-08-18,2019-03-01
5191311345,639558756337,344,27,2011-05-21,2019-06-10
9312040226,727456527197,244,24,2015-08-13,2025-04-11
9964571628,989046485091,353,30,2010-09-13,2012-04-26
4512764603,338148619401,225,7,2011-11-03,2013-03-31
9629596437,165190443335,301,17,2013-09-19,2019-12-21
4012100309,323523696846,101,2,2008-12-10,2020-08-30
8113194838,414080713702,47,30,2011-01-13,2015-11-05
5037883244,377283131311,1,10,2018-02-16,2023-02-13
8024672543,934509463846,68,16,2015-04-16,2024-02-04
3577245242,774973412462,172,15,2016-03-09,2027-01-30
3263818296,116722832433,91,29,2015-06-22,2023-02-09
7187783298,847020419579,294,15,2018-02-27,2027-12-27
4126915061,968079958803,41,0,2009-06-25,2012-08-30
1402964986,775419647023,188,14,2010-11-20,2012-12-15
6193130647,989772048447,229,12,2009-03-10,2015-02-25
4900731532,518902053934,346,23,2016-06-04,2024-04-30
5432837596,449050039091,114,18,2014-08-04,2017-01-05
5580410436,336745759635,67,0,2014-09-20,2024-10-20
3911322908,792424213439,294,4,2010-12-29,2012-12-01
7030897440,779983859706,246,13,2009-02-27,2012-08-03
3191448959,277228820861,277,2,2017-06-05,2021-08-15
8992211106,997009355247,157,28,2009-04-24,2021-03-28
9436356702,211433807788,31,21,2013-04-08,2017-05-12
1564859710,589397009518,245,27,2019-06-28,2030-01-08
1867450777,342964543421,182,30,2010-05-07,2014-03-05
5167146715,869833160879,232,12,2018-09-24,2022-04-15
5085835455,232837298830,361,12,2010-11-20,2020-12-21
4130627026,539049878832,313,28,2017-03-25,2027-10-05
3884259510,378898372677,71,21,2012-04-10,2022-09-01
8623927077,823351008000,308,0,2013-06-10,2023-02-26
2743105363,159019625663,148,14,2018-10-09,2025-05-01
3588153416,342976341446,365,19,2009-10-01,2012-04-25
1753514976,772806836717,138,29,2009-05-24,2020-06-10
5429188763,885860563832,205,2,2008-10-25,2018-11-08
3398729850,401422505484,307,18,2019-03-17,2029-09-22
2619777270,350858857855,103,22,2014-03-29,2024-05-08
6839557412,296086262373,88,21,2010-08-25,2022-02-25
5640804029,600876163456,14,29,2008-10-03,2017-06-06
9228655320,138068027708,129,8,2015-02-10,2016-07-03
8935651526,991274960386,205,25,2010-09-11,2020-07-06
7069026902,213560646469,166,14,2009-08-21,2016-12-24
3471853395,285767583601,301,5,2017-09-30,2021-08-09
3021373473,507482287850,337,16,2010-03-11,2017-07-21
2734655331,359290822331,310,19,2012-06-29,2019-09-13
2459042890,552894191264,352,20,2011-10-15,2014-11-24
3270119792,214003314602,109,7,2016-09-21,2024-07-08
4921513854,273328046390,243,28,2008-05-04,2012-04-29
1982725866,514245487571,77,20,2018-01-03,2018-01-30
3388400574,452318068477,220,26,2009-09-26,2017-04-29
3596016245,525110507429,188,12,2012-10-24,2015-06-03
7205187912,648300599266,311,19,2019-04-18,2022-12-18
2733108864,138215269399,120,20,2014-12-30,2026-10-23
8730117693,607045112821,331,6,2014-10-11,2024-11-06
6473298538,766952258078,53,13,2008-10-14,2016-02-28
2301062044,582639045146,84,22,2012-09-25,2020-11-30
5802063689,579320750675,15,11,2011-12-26,2016-08-28
9176576237,956285028658,38,11,2013-12-30,2022-03-19
5114642808,839654975594,173,8,2019-04-21,2020-11-10
4048565046,167836963072,197,14,2012-02-26,2021-04-21
5893413203,108165050628,271,3,2017-04-13,2019-11-26
2602277915,548710749665,217,30,2014-05-09,2018-07-27
5818633515,780794239393,219,9,2008-03-17,2015-01-27
3704803023,343617181074,258,20,2011-12-22,2014-12-02
1116712853,430828090272,357,4,2008-05-31,2013-07-03
6802346169,275791018248,254,2,2014-05-29,2025-10-29
4434356352,226509526068,251,3,2017-11-19,2025-11-06
5622891436,232655228162,6,7,2016-04-21,2023-01-27
6227310144,794978339786,75,12,2017-11-07,2019-11-29
9477444589,144888379374,235,1,2016-07-24,2016-10-23
6453566502,606078153304,250,7,2013-10-08,2015-07-11
9275619087,104656661560,350,23,2013-08-06,2019-07-09
4902530539,234988845626,38,9,2008-03-01,2014-06-08
3560066681,997880107485,315,26,2013-08-11,2025-02-06
6269161104,790050375121,97,3,2019-09-21,2021-12-06
1180142723,388361438325,83,5,2009-07-19,2013-02-23
9386434047,395988324982,329,22,2018-04-10,2028-01-02
6484000823,349663818002,265,17,2011-01-21,2015-10-23
5663129283,316150976581,303,29,2017-08-06,2021-06-03
5478789711,650066422966,207,11,2008-08-12,2011-01-13
4136218341,882064741274,36,29,2012-09-11,2017-11-18
6780579430,729759314482,241,22,2012-10-08,2020-12-06
4230563828,791993705317,339,7,2015-06-05,2023-05-02
3519746823,243721504611,229,6,2014-12-22,2023-04-25
6177258432,892698532185,51,21,2010-03-24,2015-08-10
8009857429,620446023718,269,28,2010-02-21,2020-05-04
1638322384,120394181535,275,7,2017-12-01,2028-02-25
7813784238,888555777873,47,26,2013-12-28,2022-05-19
7092041427,444452219987,152,17,2008-04-23,2018-04-13
9656495802,114168468299,268,12,2015-03-08,2024-12-20
7291906521,315506030167,265,0,2011-02-16,2012-07-11
2513263735,855258550845,161,12,2018-03-12,2022-05-25
8365495183,394859704836,229,14,2008-12-20,2016-05-02
1216477129,174192013644,114,0,2010-02-28,2020-08-29
6534814376,732050752341,150,4,2009-08-19,2016-05-21
8863717294,580489093715,222,5,2014-08-05,2021-11-13
1556880920,385801030801,90,11,2016-09-06,2027-10-15
1961541341,236417576952,65,20,2014-04-21,2025-03-23
7621487950,644288262593,202,18,2008-03-04,2008-10-10
1619757885,339040461878,286,24,2009-06-02,2017-12-23
4129112076,968930759188,353,11,2016-02-01,2024-05-18
3260216684,320319706612,259,1,2008-09-30,2017-07-17
6028269396,141904826325,82,24,2017-06-03,2023-06-18
1831356959,554272592103,349,24,2019-11-26,2031-04-13
7964014591,779050460973,211,5,2011-08-13,2022-09-25
8330800466,537906829979,263,16,2009-09-29,2013-08-26
6158702177,646754666222,67,1,2017-12-27,2029-05-17
1704479425,303708072126,90,5,2013-12-22,2020-05-19
7106187136,518161590118,339,24,2009-09-14,2017-06-16
4202420346,169191988713,319,6,2010-07-07,2020-11-09
7959493998,698595270787,216,10,2011-08-24,2022-03-07
8489363099,548694956165,83,11,2018-01-04,2028-09-15
2759865489,731290069745,343,23,2011-11-26,2020-01-26
2212164754,115798800979,46,5,2009-01-14,2012-04-20
7014370352,904762446852,173,11,2012-08-04,2020-10-20
8202459868,449336718050,256,24,2019-10-25,2025-12-21
9126004248,335886659461,120,1,2010-02-01,2012-03-12
6597379895,555267410948,142,26,2012-07-18,2019-09-07
7393377141,566810753779,181,4,2018-06-09,2022-02-07
7446187050,810068272698,94,22,2015-04-14,2019-10-09
9984155887,240766608241,301,8,2009-10-05,2012-02-04
3125753724,778814779981,338,3,2014-09-30,2020-08-24
1207533573,498552252841,351,8,2012-06-27,2017-06-16
9118184638,311514837873,330,28,2010-02-26,2017-11-13
2445013254,665137030965,274,9,2009-04-01,2010-07-14
7368506359,791972803973,15,2,2019-09-02,2028-01-04
9954101388,500740877288,192,29,2015-07-14,2023-08-16
2729169634,583061884808,288,26,2012-06-06,2016-05-17
5956147231,534392055005,360,13,2009-05-19,2014-05-18
7044900970,117912778311,210,5,2011-10-25,2019-02-12
5850679744,858673439475,9,26,2011-01-08,2012-01-22
5563591621,497175471518,136,15,2018-07-06,2021-06-08
2911275787,433760683883,277,19,2012-11-10,2013-12-15
9325807305,270176462627,214,17,2016-03-25,2027-01-29
2485766733,781531485274,180,21,2011-03-28,2022-05-22
9344567629,657222771505,62,10,2014-04-06,2025-04-20
7871916257,978482497621,314,22,2019-05-06,2021-09-25
4121521272,925663878754,210,27,2019-09-21,2021-07-24
3429671518,196670334331,329,15,2019-05-14,2023-07-24
3266021231,798460844323,129,16,2008-01-28,2015-01-27
3770913699,259264611405,362,12,2014-11-20,2024-08-19
3985792815,584231685843,94,16,2012-03-13,2014-05-16
4188686025,670008998770,87,23,2019-02-24,2019-11-22
5019950431,248847881525,132,1,2011-05-07,2013-05-25
9897492692,398231453101,109,0,2010-01-29,2018-02-18
9664379960,361856314293,54,28,2019-09-09,2027-10-27
7170352865,856706089856,54,10,2012-02-03,2016-06-25
6020457305,531674539915,21,25,2009-05-25,2013-05-11
4426650365,489851942961,55,6,2016-01-06,2024-01-28
8629607932,959557767182,357,13,2012-02-17,2021-08-12
6902105415,813681827492,206,20,2015-03-26,2020-11-01
3543480631,409461806434,150,0,2015-03-17,2026-10-06
8980399700,880395130247,238,14,2012-10-12,2012-12-19
6160186022,870486018206,45,7,2017-04-03,2024-03-08
8161377359,476535307914,33,28,2017-07-10,2021-06-13
4812690099,151384568809,286,10,2016-03-24,2026-11-01
4066793596,234212868474,82,0,2018-06-14,2020-11-16
2697631570,440818022915,255,9,2008-08-08,2018-07-05
1672763602,781483582011,228,21,2017-04-15,2018-09-13
5259270169,387281560744,188,14,2011-06-24,2017-11-25
6457216096,574003187352,141,24,2012-06-21,2018-07-13
7138664053,841857372771,273,18,2017-03-20,2019-01-10
9702678828,881759610253,157,6,2009-07-14,2017-09-25
7361246874,395284572673,356,16,2017-12-25,2023-09-16
1561653326,892075720832,327,26,2008-05-26,2016-03-03
7611631022,746123615809,219,17,2015-10-30,2024-02-23
1415114221,341233029785,361,18,2019-07-12,2019-10-27
5239711315,229113583829,321,15,2019-01-06,2029-03-06
6606956086,351565466699,80,15,2013-01-09,2024-02-11
5198804908,778627118383,174,15,2013-12-20,2018-06-08
3222984859,256181207042,185,6,2011-04-24,2016-08-05
9188021641,830191145832,73,27,2014-04-14,2016-11-14
6477546055,771142579352,65,26,2008-02-05,2013-06-08
2013293609,652341450094,122,30,2011-09-12,2017-01-06
2887131923,942936702622,153,4,2008-10-22,2009-04-12
6351980274,515399666618,92,8,2009-09-24,2019-12-30
7496961029,372815263608,363,5,2019-04-09,2030-06-03
8801662363,615934812563,147,22,2012-07-23,2017-11-24
5243530578,594139380601,248,24,2008-01-13,2019-08-25
6929269365,399182743636,291,0,2010-01-17,2011-10-30
7586203721,212394608558,60,23,2009-01-22,2014-06-06
5733011871,359045803010,125,26,2014-11-07,2025-05-06
9232927447,611319634936,305,28,2017-04-29,2023-06-26
2313852692,606988255173,268,8,2009-05-13,2018-06-26
6613765022,739373359343,64,20,2010-03-23,2018-08-04
7311753277,939867784961,167,2,2013-03-22,2022-06-02
